-1.135754883449016789e-01,-1.843968222933553003e-01
-1.697794964339175705e-01,-1.354234194157543647e-01
-2.469910348886236728e-01,1.080862823610064943e-01
-9.323694809075851186e-02,-1.476366757778559968e-01
-1.364682436488417194e-01,2.209145869364255721e-01
-2.655267248532632851e-01,1.851704746161415283e-01
-2.664733351283485319e-02,2.206115754430099662e-01
-8.979700106158151895e-02,-6.765068959657875858e-02
-2.648441859503865015e-01,-2.456573826576549935e-01
-1.871150806769603381e-01,2.775426348714640779e-01
-2.228971845705432064e-03,2.103247652676840940e-01
-2.361867061105943355e-01,-1.006536780949817828e-01
-1.332009972960347954e-01,-2.689147635798984082e-01
-1.296409459929845354e-01,1.596227181413074903e-01
-1.244683460690580307e-01,-2.822382473496578559e-01
-1.808633113185052765e-01,-1.758984949516261831e-01
-1.957235997284382800e-01,5.915210995186059167e-02
-1.657859340956451544e-01,2.305932900247430750e-01
-2.690644871056384613e-01,2.254340471732715623e-01
-6.760439423715576546e-02,-3.058186427718249251e-02
-8.691008927091005420e-02,1.212783850771760458e-01
-9.691711721865142737e-03,-2.821395339485289755e-01
-8.504872320500399263e-02,-2.043061006476470376e-01
-3.744841222600142627e-02,-1.161390732310581958e-01
-2.089198823520684867e-01,-2.672017204919895361e-01
-2.594199353411298925e-01,-2.295931669675331521e-01
-8.995391312952922408e-03,-1.292997168084847326e-01
-1.096101412273709497e-01,-6.462716764865697461e-02
-2.576249040280819691e-01,1.285675912889865102e-01
-3.654160172144860913e-02,-2.678083616739726502e-01
-2.405177887743930459e-02,1.821851313521414550e-01
-2.591225974344710803e-01,1.562774989544378212e-01
-1.709337348235727139e-01,-3.683757672406133554e-02
-1.005843798982015702e-01,-1.612590626166908736e-01
-1.090527230266548631e-01,1.815833648155752433e-01
-2.508416327907908583e-01,2.246890225996310830e-01
-2.013005826534493004e-01,1.303701765325795126e-01
-1.086423041467319411e-01,1.331226683475575934e-01
-7.258051808471929767e-02,1.703429285664257720e-01
-2.394023151366362623e-01,-2.492229449880969949e-01
-1.670082062911228959e-01,-3.032698495402882943e-01
-1.017240456190010717e-01,2.694502892842771669e-01
-2.764647838251250711e-01,1.166378678142450109e-01
-1.178843848910832437e-01,-2.217709398706908808e-01
-8.552205357354365767e-02,9.692091006557593258e-02
-2.501977429326536218e-01,2.081666054802162602e-01
-2.221553729428848989e-02,-2.609807170072342072e-02
-1.683932874905335053e-01,6.498792192114825894e-02
-1.745974278337378005e-01,2.654570649025324997e-02
-9.456507921875283162e-02,-2.361072007975752451e-01
-2.177498942231308188e-01,-5.648067968365207137e-02
-2.733171277373977470e-02,4.670330304365154922e-02
-1.016265722192686571e-01,5.955648341908977017e-02
-1.615255548416197062e-01,1.675132379098194166e-02
-3.050447504616143890e-01,-2.422638996854830917e-01
-2.038965792572840774e-01,-4.259118480909346999e-02
-2.073364405734860472e-01,2.813339765485094457e-01
-2.190647810597613487e-01,8.323101466059902587e-02
-1.625117200292667263e-01,-2.271693794715725356e-01
-2.608496994276719994e-01,-1.198555551777566036e-01
-2.949393590508666424e-02,-3.007846504747975769e-01
-2.194806208489899144e-02,-7.097673825350581112e-02
-9.109567947791297193e-02,1.306036339673349589e-01
-2.346430071333388823e-01,9.050396162700057034e-02
-5.949745676490407476e-02,-2.258574365430998654e-01
-4.191812275914178279e-03,6.802571970115708910e-02
-1.948695034737857046e-01,6.954163500067878090e-02
-2.821150091617029565e-01,5.099809551726072754e-02
-4.272591820324151551e-02,-1.843002765724985059e-01
-1.939681418968134674e-01,-2.043987137426778733e-01
-9.885396325399800621e-02,-2.188590863232558470e-01
-1.514546502945111894e-01,8.196804252702007132e-02
-2.379541823461749639e-01,1.906620504392398940e-01
-2.895127532861157538e-01,3.023998815892885439e-01
-2.910531282059641844e-01,-2.907027496611518935e-01
-1.048433094939582588e-01,-2.434480241374560872e-01
-1.109831242792687772e-01,2.493663382773469994e-01
-2.492566098406467645e-01,-6.174699273603352721e-04
-7.788855959745162594e-02,7.862263706497618632e-02
-1.934446309311115830e-01,-1.789652490984531830e-01
-1.709337145277894376e-01,1.854064122525863820e-02
-1.253347554802312913e-01,2.170565270386269272e-02
-2.800530061244238533e-01,-1.152367852056947022e-02
-5.545558959932438831e-02,1.878133435952905952e-02
-9.565279514620808610e-02,-2.350463048047727044e-01
-3.113047671708062403e-01,-3.572480559431014113e-02
-1.843943352628155397e-01,8.492692852706766604e-02
-1.745513880543519969e-01,-5.389428834864411211e-02
-2.911770435475411964e-02,9.863158096860988322e-02
-1.384817207637555059e-01,-1.067652305627299625e-01
-3.303726948819817044e-02,2.585964304346567988e-01
-1.098821979401587851e-01,-2.492765854826858030e-01
-4.413646844925371571e-02,-1.763134807055817543e-01
-1.125353883394204502e-01,2.057359114113766763e-01
-1.995580489970379678e-01,-2.938963726613493810e-01
-4.181874775867949756e-02,5.178079692328795697e-02
-1.672422573119546063e-01,2.239626840373883931e-01
-3.173601201790208215e-01,-2.957781197730624534e-01
-7.821109149615719514e-02,4.915504534607945120e-02
-2.379173856574084422e-01,-1.487912392699739239e-01
-1.610200148000937859e-01,-2.730247213941079942e-01
-2.587611161770534962e-01,2.203476859540121069e-01
-3.193777415570215328e-01,8.647295265712406920e-02
-2.003188245723069028e-01,-8.532014521576543331e-03
-2.327228780555262999e-01,1.568410742046676132e-02
-4.271262987252685481e-03,1.499902207638311724e-01
-9.838607979738528408e-02,2.555622022676270477e-01
-2.703899926904610451e-01,2.376511644157624503e-01
-2.580805477160022510e-01,-2.457521530595350723e-01
-6.137569620621861899e-02,-1.873642320529400052e-01
-1.922454719892237596e-01,2.950087454860979286e-02
-1.514294822347463931e-01,-2.513949942863437093e-01
-2.635500215629992815e-01,-2.100139236183085414e-02
-3.061133873560120122e-01,-2.652752302360060210e-01
-1.443503734914894365e-01,3.648088421570341855e-02
-3.274071647814245645e-01,-2.042878912786194323e-01
-2.810623399338100792e-01,8.169377110579209567e-02
-2.962691593229765941e-01,4.913123394424401963e-02
-2.483062605742015205e-01,1.393159680989235760e-01
-2.571450366878356708e-01,-2.693448426021938791e-01
-3.078548257224225648e-02,1.022675538416063235e-01
-1.881722171424284884e-01,1.582322299345069461e-01
-8.846928027253858628e-02,-2.099328861963946913e-01
-3.307491129735485869e-01,1.902504034180752535e-01
-1.741384581924232955e-01,2.720010738243006654e-01
-2.526861431140361436e-01,-4.835203576287829571e-04
-7.130560005867449258e-02,-9.060247274338337209e-03
-2.459038765870007748e-01,-8.597629305935921423e-03
-3.349618813616404012e-01,-6.556473550507778414e-02
-1.857814776577795535e-01,-3.223568297814271011e-01
-3.261304253323082381e-01,1.550826291222541509e-01
-2.210286250341976511e-01,1.196904801812686686e-01
-9.189822649478544825e-02,-2.900063510339721540e-01
-1.197017834460479269e-01,-4.739697604146844712e-02
-1.380767350312423480e-01,1.998819747238753664e-01
-5.305828127549960804e-02,2.824247597505915031e-01
-3.306116240513085058e-01,-4.224747431658498059e-03
-1.291917394486308546e-01,-1.180865466252329632e-01
-3.087634127988801436e-01,-1.800161858068147491e-01
-2.488143721176423045e-02,1.251634030918664098e-01
-3.088605477367060703e-01,-9.839990527007166921e-02
-2.112710220638706338e-01,2.497342899642554792e-01
-1.078733223885103842e-01,-1.432561270521671148e-01
-1.512764730313274630e-01,4.544083426021972016e-02
-8.782151544974975410e-02,1.455828741042549009e-02
-1.530228785126239166e-01,-1.332458628896927844e-01
-1.225190405142830147e-01,5.210359771678799157e-02
-2.448612336107548748e-01,9.768176851413984396e-02
-3.464333918132200124e-02,-2.184359409802446861e-01
-1.268112843540356582e-01,7.471178706297285088e-02
-4.117213113193066848e-02,1.787115826159552945e-01
-3.020083087073695549e-01,-2.449369763309736103e-01
-1.171223904765810730e-01,4.950805263361827968e-02
-1.169645304343302078e-01,2.261799599693539720e-01
-1.996636355428264564e-01,2.830572387922610234e-01
-5.129052488454438619e-03,2.173339780107863550e-01
-1.007941925756436624e-01,-2.574889870103762579e-01
-3.120298309358583363e-02,2.321065991938070783e-01
-1.516483808279161793e-01,2.568483641337007128e-01
-3.143231554897744917e-02,2.404829600879052898e-01
-1.805642614862584261e-01,3.769008962912320793e-01
-3.354061023507340367e-01,2.783293894340894692e-01
-3.246671472244275214e-01,-3.260756010714718212e-01
-2.855071421579755686e-01,-3.563222690374508450e-01
-1.786432407233747577e-01,-2.042217812310848368e-01
-1.995686799878625128e-01,3.904827204396459361e-01
-2.770602024268878916e-01,3.265016734174912005e-01
-4.368171018801532690e-01,2.136990558507756988e-01
-3.222888792825985282e-01,-3.083120466452682895e-01
-2.239289796041665226e-01,-4.658067538914989481e-02
-3.940727554811283007e-01,-2.093279723222482014e-01
-8.656759166481058088e-02,-4.379228093767337238e-01
-8.629693130425655778e-02,-8.987382595665192875e-02
-1.092936674844184053e-01,-3.800477044707918917e-01
-1.881540973181505538e-01,-3.221200030219009136e-01
-1.736700328003581706e-01,-1.225066823511621050e-01
-2.078216057526387495e-01,1.053189859509275905e-01
-1.351704417413734094e-01,4.076341146464412257e-01
-7.287351260033721190e-02,-3.744104726966427932e-01
-1.671223758716314234e-01,2.002831105480444296e-01
-1.717341747186948986e-01,-3.529108824478371376e-01
-2.882670731155743127e-01,-3.651840477473003443e-02
-4.202122532848990288e-01,-3.120742226043271561e-01
-4.040210069469716420e-02,4.137810381103740331e-02
-1.239560088024632828e-01,9.173352077325520881e-02
-4.367297736134907460e-01,-3.047325744786394397e-01
-4.972331685695569742e-02,-5.324165311986009397e-02
